company,status,zip,reason,birth,death,jurisdiction,jurisdictionType,lat,lng
RADIOLAND CORPORATION,ACTIVE,10019,NA,06/14/1922,NA,DELAWARE,domestic,40.7626234,-73.9812628
REALITE PENCIL MANUFACTURING CO.,ACTIVE,10001,NA,06/16/1922,NA,ILLINOIS,domestic,40.7490266,-73.9924742
PACONG CIGAR COMPANY INC.,ACTIVE,10011,NA,06/21/1922,NA,PENNSYLVANIA,domestic,40.739761,-73.997193
CONCENTRATED PRODUCTS CORPORATION,ACTIVE,10013,NA,06/22/1922,NA,NEW JERSEY,domestic,40.718659,-74.002854
MILWAUKEE GELATINE COMPANY,ACTIVE,10038,NA,06/23/1922,NA,WISCONSIN,domestic,40.7085344,-74.0044863
TROPICAL FIBRE CORPORATION,ACTIVE,10005,NA,06/09/1922,NA,DELAWARE,domestic,40.7053263,-74.01027239999999
ANGLO AMERICAN FOOD PRODUCTS COMPANY INCORPORATED,ACTIVE,10013,NA,06/12/1922,NA,MARYLAND,domestic,40.7188434,-74.0092313
AMERICAN MUSIFER CO. INC.,ACTIVE,10023,NA,07/06/1922,NA,DELAWARE,domestic,40.77354330000001,-73.9853384
BEVERAGES INCORPORATED,ACTIVE,10017,NA,07/06/1922,NA,DELAWARE,domestic,40.7525982,-73.9787583
DIXON PIPE CO. INC.,ACTIVE,10023,NA,07/10/1922,NA,DELAWARE,domestic,40.7729573,-73.9823345
ENOZ CHEMICAL COMPANY,ACTIVE,10003,NA,07/11/1922,NA,ILLINOIS,domestic,40.7313197,-73.99414759999999
ELITE WAIST COMPANY INCORPORATED,ACTIVE,10018,NA,07/12/1922,NA,CONNECTICUT,domestic,40.750376,-73.984571
HOMELANDERS FINANCE CORPORATION,ACTIVE,10036,NA,07/12/1922,NA,DELAWARE,domestic,40.7544368,-73.9821542
PEP MANUFACTURING COMPANY,ACTIVE,10036,NA,07/13/1922,NA,DELAWARE,domestic,40.7544368,-73.9821542
RUSSIAN-AMERICAN INDUSTRIAL CORPORATION,ACTIVE,10003,NA,07/18/1922,NA,DELAWARE,domestic,40.73608,-73.9894633
DELMORE MOTORS CORPORATION,ACTIVE,10018,NA,07/19/1922,NA,DELAWARE,domestic,40.7524629,-73.9850196
STEMOLIN CORPORATION,ACTIVE,10023,NA,07/19/1922,NA,DELAWARE,domestic,42.8576972,-78.8148478
SIGNAL ENGINEERING AND MANFACTURING COMPANY,ACTIVE,10013,NA,07/21/1922,NA,MASSACHUSETTS,domestic,40.725283,-74.00972
CHARTER OAK BOND & MORTGAGE COMPANY INC.,ACTIVE,10018,NA,07/27/1922,NA,DELAWARE,domestic,40.7522778,-73.9826202
NEW YORK MORTAGE COMPANY,ACTIVE,10178,NA,07/27/1922,NA,DELAWARE,domestic,40.7510553,-73.97775159999999
THE STRUTHERS FURNACE COMPANY,ACTIVE,10017,NA,07/27/1922,NA,OHIO,domestic,40.7546492,-73.97832679999999
BANKERS COLLATERAL CORPORATION,ACTIVE,10017,NA,07/28/1922,NA,DELAWARE,domestic,40.7523381,-73.9789555
COMBUSTION SPECIALTIES CORPORATION,ACTIVE,10036,NA,07/28/1922,NA,DELAWARE,domestic,40.7552067,-73.9816033
THE VITAL SALES COMPANY OF N. J.,ACTIVE,11217,NA,07/22/1922,NA,NEW JERSEY,domestic,40.6879132,-73.9812572
HASSLER NEW YORK CO.,ACTIVE,10023,NA,07/31/1922,NA,NEW JERSEY,domestic,40.781189,-73.9800358
MATTAKEUNK CABIN COLONY INC.,ACTIVE,10014,NA,07/31/1922,NA,DELAWARE,domestic,40.7319462,-74.0043881
THE NORTH AMERICAN MORTGAGE & BUILDING CORPORATION,ACTIVE,10007,NA,08/01/1922,NA,DELAWARE,domestic,40.7151267,-74.00581420000002
TAYLOR DREDGING COMPANY,ACTIVE,10004,NA,08/01/1922,NA,NEW JERSEY,domestic,40.7029185,-74.0139109
THE WISE MCLUNG MFG. CO.,ACTIVE,11217,NA,07/22/1922,NA,OHIO,domestic,40.6886249,-73.97960979999999
W. A. FENNELL & COMPANY INC.,ACTIVE,10017,NA,08/02/1922,NA,DELAWARE,domestic,40.7542328,-73.97793899999999
PRIMA RADIO CORPORATION,ACTIVE,11215,NA,08/05/1922,NA,DELAWARE,domestic,40.669249,-73.995779
HUTCHISON THRIFT CORPORATION,ACTIVE,10279,NA,07/24/1922,NA,DELAWARE,domestic,40.71248629999999,-74.00826579999999
SPIC & SPAN MARKETS INC.,ACTIVE,10036,NA,07/27/1922,NA,DELAWARE,domestic,40.75588980000001,-73.9806605
THE HUBBARD OVEN AND MFG. COMPANY,ACTIVE,10013,NA,07/25/1922,NA,ILLINOIS,domestic,40.7217861,-74.0094471
JAMES CHADWICK BROTHER LIMITED,ACTIVE,10013,NA,02/13/1883,NA,GABON,international,40.7236722,-74.00370269999999
METROPOLITAN DRY GOODS COMPANY,ACTIVE,10013,NA,02/15/1893,NA,NEW JERSEY,domestic,40.71942,-74.00375799999999
COTTAGE LAND AND IMPROVEMENT COMPANY,ACTIVE,10006,NA,02/15/1893,NA,NEW JERSEY,domestic,40.7089779,-74.0107371
C. F. GESSERT COMPANY,ACTIVE,10007,NA,02/15/1893,NA,NEW JERSEY,domestic,40.7109996,-74.0107096
L. V. HOLZMAISTER & COMPANY,ACTIVE,10012,NA,02/15/1893,NA,NEW JERSEY,domestic,40.7218011,-73.9995876
INMAN & INTERNATIONAL STEAMSHIP COMPANY LIMITED,ACTIVE,10038,NA,02/15/1893,NA,,domestic,40.7093625,-74.00998369999999
THE SOUTH BRUNSWICK TRADING AND DEVELOPING COMPANY,ACTIVE,10005,NA,02/17/1893,NA,GEORGIA,international,40.707232,-74.01084759999999
THE MILLER DU BRUL & PETERS MANUFACTURING COMPANY,ACTIVE,10016,NA,02/17/1893,NA,OHIO,domestic,40.7434876,-73.97685650000001
THE LENGERT COMPANY,ACTIVE,10019,NA,02/17/1893,NA,PENNSYLVANIA,domestic,40.7641895,-73.98481799999999
COGHAN COMPANY,ACTIVE,10011,NA,02/17/1893,NA,NEW JERSEY,domestic,40.744009,-73.994725
AULTMAN MILLER & CO.,ACTIVE,10007,NA,02/17/1893,NA,OHIO,domestic,40.71425,-74.00760199999999
THE DODGE-DAVIS MANUFACTURING COMPANY,ACTIVE,10007,NA,02/18/1893,NA,NEW HAMPSHIRE,domestic,40.7107975,-74.0095256
THE ED ROOS MANUFACTURING CO.,ACTIVE,10013,NA,02/20/1893,NA,ILLINOIS,domestic,40.7176926,-73.999549
COLUMBIAN MANUFACTURING COMPANY,ACTIVE,10004,NA,02/20/1893,NA,NEW JERSEY,domestic,40.7027704,-74.011476
LONGACRE REALTY COMPANY,ACTIVE,10036,NA,02/20/1893,NA,NEW JERSEY,domestic,40.7602619,-73.9932872
M. T. RICHARDSON COMPANY,ACTIVE,10013,NA,02/20/1893,NA,NEW JERSEY,domestic,40.7154203,-74.00746029999999
STANDARD BOILER COMPOUND COMPANY,ACTIVE,10005,NA,02/20/1893,NA,NEW JERSEY,domestic,40.7077016,-74.0111536
PETER SCHOENHOFEN BREWING COMPANY,ACTIVE,10038,NA,02/24/1893,NA,ILLINOIS,domestic,40.7108128,-74.0091539
CHICAGO SUGAR REFINING COMPANY,ACTIVE,10005,NA,02/24/1893,NA,ILLINOIS,domestic,40.7050649,-74.00752450000002
THE TABLET AND TICKET COMPANY,ACTIVE,10010,NA,02/24/1893,NA,ILLINOIS,domestic,40.7401285,-73.9855201
THE SOUDER RAILWY FREIGHT CAR COMPANY,ACTIVE,10007,NA,02/27/1893,NA,KENTUCKY,domestic,40.714299,-74.0058154
THE UNITED STATES SPRING BED COMPANY,ACTIVE,10007,NA,02/27/1893,NA,MASSACHUSETTS,domestic,40.712063,-74.0080783
SPRATTS PATENT (AMERICA) LIMITED,ACTIVE,10022,NA,02/27/1893,NA,,domestic,40.7588753,-73.9663389
THE WORKMAN STANDARD BOOK COMPANY,ACTIVE,10038,NA,02/14/1893,NA,ILLINOIS,domestic,40.7079052,-74.0035606
DOSHI TRADING COMPANY LIMITED,ACTIVE,10016,NA,08/12/1922,NA,JAPAN,international,40.7443105,-73.9852588
NATIONAL MOTOR EFFICIENCY CORPORATION,ACTIVE,10007,NA,08/17/1922,NA,DELAWARE,domestic,40.7113424,-74.0105774
THE CANISTER COMPANY OF NEW JERSEY,ACTIVE,10004,NA,08/23/1922,NA,NEW JERSEY,domestic,40.7051613,-74.0159706
MANHATTAN PIGGLY WIGGLY CORPORATION,ACTIVE,10036,NA,08/29/1922,NA,DELAWARE,domestic,40.7556518,-73.98607369999999
UNITED FEDERATION SERVICE INC.,ACTIVE,10011,NA,08/29/1922,NA,DELAWARE,domestic,40.7408906,-73.9979591
THE AMERICAN FASTENER COMPANY,ACTIVE,10010,NA,08/30/1922,NA,CONNECTICUT,domestic,40.7396264,-73.99061929999999
BOLAND EXPRESS CO. INC.,ACTIVE,10006,NA,08/30/1922,NA,NEW JERSEY,domestic,40.7095523,-74.0109418
MERSEREAU METAL BED COMPANY,ACTIVE,10035,NA,09/02/1922,NA,NEW JERSEY,domestic,40.8054436,-73.93451259999999
WARDE - LANDSBORO HOMES CORPORATION,ACTIVE,10173,NA,09/01/1922,NA,NEW JERSEY,domestic,43.1538399,-77.6277449
WOODBRIDGE ORNAMENTAL IRON CO.,ACTIVE,10007,NA,09/02/1922,NA,ILLINOIS,domestic,40.714299,-74.0058154
THE DAVIS-HAZZARD CORPORATION,ACTIVE,10010,NA,09/05/1922,NA,MARYLAND,domestic,40.7411565,-73.986901
LAD MANUFACTURING CORPORATION,ACTIVE,10004,NA,09/05/1922,NA,DELAWARE,domestic,40.704204,-74.012244
M. P. HOWLETT INC.,ACTIVE,10016,NA,08/11/1922,NA,DELAWARE,domestic,40.74727,-73.9800645
SIXTY-SEVEN WALL STREET RESTAURANT CORPORATION,ACTIVE,10005,NA,09/15/1922,NA,DELAWARE,domestic,40.7054723,-74.00846779999999
ELECTRIC FORGE CORPORATION,ACTIVE,10006,NA,09/16/1922,NA,DELAWARE,domestic,40.7091825,-74.0105449
F. R. PHILLIPS & SONS CO.,ACTIVE,10007,NA,09/18/1922,NA,PENNSYLVANIA,domestic,40.7113424,-74.0105774
WIESE LABORATORY FURNITURE COMPANY,ACTIVE,10018,NA,09/18/1922,NA,ILLINOIS,domestic,40.7554724,-73.9940048
THE ADVARGRAPH CORPORATION OF NEW YORK,ACTIVE,10005,NA,09/20/1922,NA,DELAWARE,domestic,40.70620539999999,-74.0085357
THE CAPLES COMPANY,ACTIVE,10017,NA,09/20/1922,NA,ILLINOIS,domestic,40.751758,-73.97946499999999
INTER-CONTINENT OIL COMPANY,ACTIVE,10005,NA,09/26/1922,NA,DELAWARE,domestic,40.7065524,-74.0101174
OWNERS DEVELOPMENT COMPANY,ACTIVE,10038,NA,09/27/1922,NA,NEW JERSEY,domestic,40.7124734,-74.0026742
THE ANDERSON SHEET METAL COMPANY,ACTIVE,11215,NA,09/30/1922,NA,PITCAIRN ISLANDS,international,40.6729732,-73.9906104
BAKER SEALANTS & COATINGS COMPANY,ACTIVE,10009,NA,09/30/1922,NA,NEW JERSEY,domestic,40.7318436,-73.9804606
CENTRAL AMERICAN CORPORATION,ACTIVE,10002,NA,09/11/1922,NA,DELAWARE,domestic,40.7135097,-73.9859414
THE RALPH H. JONES CO.,ACTIVE,10016,NA,09/30/1922,NA,OHIO,domestic,40.74720019999999,-73.9831712
LOCKXON TOOTH MANUFACTURERS INC.,ACTIVE,11217,NA,09/11/1922,NA,DELAWARE,domestic,40.6872918,-73.9818209
NATIONAL COLLAPSIBLE RIM CORPORATION,ACTIVE,10036,NA,09/13/1922,NA,DELAWARE,domestic,40.7556518,-73.98607369999999
TYROLLON MFG. CORPORATION,ACTIVE,10001,NA,10/03/1922,NA,PENNSYLVANIA,domestic,40.7438945,-73.9881104
MORSE BROTHERS INCORPORATED,ACTIVE,10003,NA,10/05/1922,NA,MASSACHUSETTS,domestic,40.72995909999999,-73.9940867
THE ELGIN BRASS COMPANY,ACTIVE,10038,NA,10/10/1922,NA,OHIO,domestic,40.706085,-74.0047479
ARTHUR WEISS & CO.,ACTIVE,10018,NA,10/10/1922,NA,ILLINOIS,domestic,40.7527648,-73.989662
GREAT LAKES FINANCE CORPORATION,ACTIVE,10007,NA,10/13/1922,NA,DELAWARE,domestic,40.7104936,-74.01006029999999
KEITH-LANDIS CORPORATION,ACTIVE,10036,NA,10/02/1922,NA,ILLINOIS,domestic,40.7561632,-73.9807412
S. S. T. NAVIGATION CO.,ACTIVE,10003,NA,10/13/1922,NA,NEW JERSEY,domestic,40.7341347,-73.9898326
CENTURY-PLAINFIELD RUBBER COMPANY,ACTIVE,10019,NA,10/16/1922,NA,NEW JERSEY,domestic,40.7642999,-73.9836013
MUSCLE SHOALS LAND CORPORATION,ACTIVE,10036,NA,10/16/1922,NA,ALABAMA,domestic,40.7556518,-73.98607369999999
THE FRANCO-AMERICAN TEIXEIRA PRODUCTIONS DEVELOPMENT CORPORATION,ACTIVE,10279,NA,10/03/1922,NA,DELAWARE,domestic,40.71248629999999,-74.00826579999999
THE DANIELS & ORBEN CO.,ACTIVE,10013,NA,10/19/1922,NA,NEW JERSEY,domestic,40.718017,-74.001786
HAWLEY KNITTING MILLS INC.,ACTIVE,10001,NA,10/03/1922,NA,PENNSYLVANIA,domestic,40.7438945,-73.9881104
THE NOISELESS TYPEWRITER COMPANY INC.,ACTIVE,10007,NA,10/27/1922,NA,DELAWARE,domestic,40.71344,-74.0074917
ALLIED BANKERS CORPORATION,ACTIVE,10006,NA,10/30/1922,NA,DELAWARE,domestic,40.709329,-74.0131196
THE POOLE ENGINEERING AND MACHINE COMPANY,ACTIVE,10007,NA,10/23/1922,NA,MARYLAND,domestic,40.7113424,-74.0105774
DONALD BROTHERS INCORPORATED,ACTIVE,10004,NA,10/30/1922,NA,DELAWARE,domestic,40.7051719,-74.0122435
MISSOURI PAINT & VARNISH COMPANY,ACTIVE,10001,NA,11/02/1922,NA,MISSOURI,domestic,40.7480852,-73.9884276
GEORGE E. WARREN CORPORATION,ACTIVE,10011,NA,11/04/1922,NA,MASSACHUSETTS,domestic,40.7409573,-74.0021187
THE ARTHUR M. CRUMRINE COMPANY,ACTIVE,10017,NA,11/06/1922,NA,OHIO,domestic,40.7526122,-73.97993269999999
BRADY ELEVATOR EQUIPMENT COMPANY INC.,ACTIVE,10006,NA,11/08/1922,NA,DELAWARE,domestic,40.709581,-74.0114318
J. H. BERMAN & COMPANY,ACTIVE,10005,NA,11/08/1922,NA,DELAWARE,domestic,40.7065524,-74.0101174
COLEMAN & COLEMAN INC.,ACTIVE,10005,NA,11/10/1922,NA,NEW JERSEY,domestic,40.7084736,-74.0082852
LEWIS R. SMITH & COMPANY INC.,ACTIVE,10005,NA,10/24/1922,NA,DELAWARE,domestic,40.7057533,-74.00998369999999
ALLENTOWN KNIT FABRICS COMPANY,ACTIVE,10001,NA,11/17/1922,NA,PENNSYLVANIA,domestic,40.7438945,-73.9881104
AMERICAN TEXTILE COMPANY INC.,INACTIVE,10017,TERMINATION,11/17/1922,08/16/1984,RHODE ISLAND,domestic,40.7503031,-73.9726559
G. L. MILLER & COMPANY INC.,ACTIVE,10017,NA,11/22/1922,NA,DELAWARE,domestic,40.7530054,-73.97978160000001
RESTAURANT BUYERS SYNDICATE OF NEW YORK INC.,ACTIVE,10036,NA,11/23/1922,NA,DELAWARE,domestic,40.7547007,-73.9837261
ABBEY PICTURES INCORPORATED,ACTIVE,10019,NA,11/27/1922,NA,DELAWARE,domestic,40.76280939999999,-73.982872
ALAMAC HOTEL CO.,ACTIVE,10005,NA,11/14/1922,NA,NEW JERSEY,domestic,40.7059659,-74.0087841
LEWIS L. RANSOM COMPANY,ACTIVE,10010,NA,12/01/1922,NA,NEW JERSEY,domestic,40.741003,-73.98969699999999
SANTONI FRUIT AND PACKING CORPORATION,ACTIVE,10007,NA,12/02/1922,NA,DELAWARE,domestic,40.715496,-74.00959399999999
PROGRESSIVE SHIPPING CO. INC.,ACTIVE,10027,NA,12/04/1922,NA,DELAWARE,domestic,40.81504,-73.9489286
EDUCATIONAL RADIO CORPORATION,ACTIVE,10173,NA,11/14/1922,NA,DELAWARE,domestic,40.7536987,-73.9789417
CARBO-SUL CORPORATION,ACTIVE,10173,NA,12/12/1922,NA,DELAWARE,domestic,40.7536987,-73.9789417
CHARLES W. RODGERS & CO. INC.,ACTIVE,10020,NA,12/12/1922,NA,DELAWARE,domestic,40.7582358,-73.9802622
INTERNATIONAL DEPARTMENT STORES OF AMERICA INC.,ACTIVE,10019,NA,12/14/1922,NA,DELAWARE,domestic,40.7649747,-73.9827993
FIRST TRANSIT COMPANY,ACTIVE,10005,NA,12/05/1922,NA,DELAWARE,domestic,40.7065524,-74.0101174
WYLE LIGHTERAGE CORPORATION,ACTIVE,11201,NA,12/18/1922,NA,DELAWARE,domestic,40.6842452,-73.9721757
EVANS & GORDON AMUSEMENT COMPANY,ACTIVE,10038,NA,12/19/1922,NA,ILLINOIS,domestic,40.7114436,-74.00674529999999
THE HALL CORPORATION,ACTIVE,10036,NA,12/19/1922,NA,DELAWARE,domestic,40.7547152,-73.9804092
BROADWAY SEVENTH AVE. AND 56TH STREET HOTEL REALTY CORPORATION,ACTIVE,10017,NA,12/21/1922,NA,DELAWARE,domestic,40.7522241,-73.9805116
BELFIELD SILK CO.,ACTIVE,10016,NA,12/22/1922,NA,NEW JERSEY,domestic,40.7441923,-73.9842063
THE ENGLISH CONSTRUCTION COMPANY,ACTIVE,10024,NA,12/22/1922,NA,DELAWARE,domestic,40.78888010000001,-73.9679218
CHARLES H. TOTTY COMPANY,ACTIVE,10022,NA,12/22/1922,NA,NEW JERSEY,domestic,40.760306,-73.9756128
SAWYER SHOE CO. INC.,ACTIVE,10013,NA,12/05/1922,NA,NEW JERSEY,domestic,40.7157322,-74.0078645
UNITED BARBER SHOPS OF AMERICA INC.,ACTIVE,10005,NA,12/06/1922,NA,DELAWARE,domestic,40.7056004,-74.0087796
NATIONAL CEREAL & FOOD PRODUCTS COMPANY,ACTIVE,11231,NA,12/29/1922,NA,DELAWARE,domestic,40.6772802,-74.0094471
A.T. WALRAVEN BOOK COVER COMPANY,ACTIVE,10004,NA,12/29/1922,NA,TEXAS,domestic,40.7051182,-74.0105646
BLAKES INDUSTRIAL AGENCY INC.,ACTIVE,10019,NA,12/27/1922,NA,DELAWARE,domestic,40.7599711,-73.9838072
JOHN J. RADLEY REALTY CORPORATION,ACTIVE,10036,NA,01/04/1923,NA,DELAWARE,domestic,40.7553443,-73.97955259999999
LORRAINE INDUSTRIES INC.,INACTIVE,10013,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/05/1923,06/24/1981,CONNECTICUT,domestic,40.7222084,-74.001076
CAMPBELL HEATH & CO.,ACTIVE,10025,NA,01/05/1923,NA,DELAWARE,domestic,40.79299899999999,-73.97645299999999
CHAS. A. DAY & CO. INC.,ACTIVE,10004,NA,01/08/1923,NA,MASSACHUSETTS,domestic,40.7057766,-74.0114409
CLAYTON TILE & MARBLE CORPORATION,ACTIVE,10036,NA,01/10/1923,NA,NEW JERSEY,domestic,40.754817,-73.983209
COMMERCIAL TRUCK SERVICE CORPORATION,ACTIVE,10005,NA,12/28/1922,NA,PENNSYLVANIA,domestic,40.7065524,-74.0101174
CONTINUOUS TRANSIT COMPANY,ACTIVE,10005,NA,01/12/1923,NA,DELAWARE,domestic,40.7065524,-74.0101174
THE CAPLAN BAKING COMPANY,ACTIVE,10029,NA,01/12/1923,NA,PENNSYLVANIA,domestic,40.7853999,-73.94379769999999
VERPLEX PROCESS CORPORATION,ACTIVE,10001,NA,01/15/1923,NA,DELAWARE,domestic,40.7521985,-73.9942386
C. H. NORWOOD INC.,ACTIVE,10001,NA,01/15/1923,NA,NEW JERSEY,domestic,40.745451,-73.9883739
SUNDH ELECTRIC COMPANY,ACTIVE,10017,NA,01/17/1923,NA,NEW JERSEY,domestic,40.7526701,-73.97852809999999
PIZA-LAWSON INC.,ACTIVE,10017,NA,01/17/1923,NA,DELAWARE,domestic,40.7535617,-73.9804101
SEAMAN & CO. INC.,ACTIVE,10005,NA,01/17/1923,NA,DELAWARE,domestic,40.7085885,-74.00942479999999
POTOMAC RIVER COAL COMPANY INC.,ACTIVE,10024,NA,01/11/1923,NA,NEW JERSEY,domestic,40.7836031,-73.97884049999999
ROBERTSON & MALCOLM LIMITED,ACTIVE,10006,NA,01/19/1923,NA,,domestic,40.7091825,-74.0105449
OAKLEY VALVE COMPANY INC.,ACTIVE,10006,NA,01/11/1923,NA,DELAWARE,domestic,40.7095523,-74.0109418
HAYDEN FINANCE CORPORATION,ACTIVE,10038,NA,01/22/1923,NA,DELAWARE,domestic,40.7112942,-74.0062184
ESTABLISSEMENTS REYNIER,ACTIVE,10003,NA,01/11/1923,NA,FRANCE,international,40.7343725,-73.98987580000001
THEYSKENA & SHAW INCORPORATED,ACTIVE,10005,NA,01/11/1923,NA,DELAWARE,domestic,40.7053632,-74.0061628
OLEARY LUMBER COMPANY,ACTIVE,10025,NA,01/24/1923,NA,NEW JERSEY,domestic,40.79060399999999,-73.967553
RITZ-CARLTON PICTURES INC.,ACTIVE,10017,NA,01/25/1923,NA,DELAWARE,domestic,40.7559946,-73.9785
WRITE INCORPORATED,ACTIVE,10174,NA,01/25/1923,NA,DELAWARE,domestic,40.7516269,-73.97534999999999
ROGER BLACK COMPANY INC.,INACTIVE,10017,TERMINATION,01/26/1923,06/25/1981,DELAWARE,domestic,40.7532467,-73.9747405
GV SPRAK PLUG CORPORATION,ACTIVE,10025,NA,01/27/1923,NA,DELAWARE,domestic,40.794525,-73.9694011
NEWMAN-KOHN PAPER COMPANY,ACTIVE,11232,NA,01/29/1923,NA,NEW JERSEY,domestic,40.6566899,-74.0083166
MOTOR PARTS CORPORATION,ACTIVE,10005,NA,01/31/1923,NA,DELAWARE,domestic,40.7065524,-74.0101174
MAY BROS. & CO. INC.,ACTIVE,10038,NA,01/31/1923,NA,NEW JERSEY,domestic,40.7098261,-74.0091249
PROVIDENT APPRAISAL INC.,ACTIVE,10038,NA,01/23/1923,NA,DELAWARE,domestic,40.70805960000001,-74.005955
THE NATIONAL MERCHANDISE FAIR INCORPORATED,ACTIVE,10010,NA,02/01/1923,NA,DELAWARE,domestic,40.7420207,-73.98992799999999
WESTFIELD HOTEL CORPORATION,ACTIVE,10016,NA,02/06/1923,NA,DELAWARE,domestic,40.7469198,-73.98493479999999
F & W FUND INC.,ACTIVE,10172,NA,01/24/1923,NA,DELAWARE,domestic,40.7555122,-73.9748
UNITED PROTECTIVE CHECKING CORPORATION,ACTIVE,10018,NA,02/08/1923,NA,DELAWARE,domestic,40.7536194,-73.9859737
CENTRAL HEALTH INSTITUTE OF NEW YORK INC.,ACTIVE,10019,NA,02/08/1923,NA,DELAWARE,domestic,40.7636961,-73.9764605
PORTER LA FAYETTE CORPORATION,ACTIVE,10019,NA,02/13/1923,NA,MARYLAND,domestic,40.7664936,-73.9825906
HARRY H. HERTZ COMPANY,ACTIVE,10001,NA,02/16/1923,NA,NEW JERSEY,domestic,40.7458082,-73.9893814
PRUDENTIAL UNDERWRITERS CORPORATION,ACTIVE,10038,NA,02/07/1923,NA,DELAWARE,domestic,40.70952,-74.005785
THE UNITED STATES ELECTRIC RAILWAY COMPANY,ACTIVE,10005,NA,03/02/1893,NA,NEW JERSEY,domestic,40.70747859999999,-74.011214
LAURENCEBURGH FURNITURE MANUFACTURING COMPANY,ACTIVE,10013,NA,03/02/1893,NA,INDIANA,domestic,40.717456,-73.998823
THE LONGFIELD-BERGEN COMPANY,ACTIVE,10013,NA,03/02/1893,NA,NEW JERSEY,domestic,40.72491,-74.0102675
SURFACE CAR ADVERTISING COMPANY,ACTIVE,11201,NA,03/04/1893,NA,NEW JERSEY,domestic,40.6941982,-73.9921913
THE CHARLES MOSER COMPANY,ACTIVE,10038,NA,03/07/1893,NA,OHIO,domestic,40.7077614,-74.0075542
THE NILES TOOL WORKS COMPANY,ACTIVE,10006,NA,03/08/1893,NA,OHIO,domestic,40.7131603,-74.01336529999999
THE NORTH AMERICAN LITHOGRAPH-STONE AND ASBESTOS COMPANY OF NEW JERSEY,ACTIVE,10004,NA,03/08/1893,NA,NEW JERSEY,domestic,40.7035977,-74.0131442
CHERRY VALLEY IRON WORKS,ACTIVE,10038,NA,03/08/1893,NA,OHIO,domestic,40.7108128,-74.0091539
THE ASHLEY ENGINEERING COMPANY,ACTIVE,10006,NA,03/13/1893,NA,NEW JERSEY,domestic,40.7131603,-74.01336529999999
THE POTTERS COOPERATIVE COMPANY,ACTIVE,10007,NA,03/13/1893,NA,OHIO,domestic,40.7143507,-74.01002249999999
THE CONSOLIDATED PATENT SHIRT COMPANY,ACTIVE,10010,NA,03/13/1893,NA,ILLINOIS,domestic,40.7401088,-73.9897384
THE STANDARD IRON COMPANY,ACTIVE,10006,NA,03/15/1893,NA,OHIO,domestic,40.7101001,-74.0126779
BALBACH SMELTING AND REFINING COMPANY,ACTIVE,10005,NA,03/01/1893,NA,NEW JERSEY,domestic,40.705627,-74.00763100000002
CLARK GOLD MINES CORPORATION,ACTIVE,10017,NA,02/21/1923,NA,DELAWARE,domestic,40.7525982,-73.9787583
GENERAL SUGAR COMPANY,ACTIVE,10005,NA,02/23/1923,NA,CUBA,international,40.7054723,-74.00846779999999
MIFFLIN CHEMICAL CORPORATION,ACTIVE,10014,NA,02/24/1923,NA,PENNSYLVANIA,domestic,40.73413499999999,-74.00656699999999
LINCOLN AUTOMOBILE CLUB OF AMERICA INC.,ACTIVE,10026,NA,02/26/1923,NA,NEW JERSEY,domestic,40.8055339,-73.95094809999999
KEFERSTEIN STARR & COMPANY INC.,ACTIVE,10038,NA,03/01/1923,NA,DELAWARE,domestic,40.711196,-74.004834
REINFORCED PAPER BOTTTLE CORPORATION,ACTIVE,10036,NA,03/01/1923,NA,DELAWARE,domestic,40.5948549,-73.985571
FLOCKHART FOUNDRY CO.,ACTIVE,10038,NA,03/06/1923,NA,NEW JERSEY,domestic,40.7113616,-74.00784519999999
WHISTLE COMPANY OF AMERICA,ACTIVE,10013,NA,03/06/1923,NA,DELAWARE,domestic,40.724638,-74.009911
IDEAL POWER LAWN MOWER COMPANY INC.,ACTIVE,10012,NA,03/09/1923,NA,MICHIGAN,domestic,40.7225727,-73.996819
THE IDEAL AUTOMATIC TRAIN CONTROL COMPANY,ACTIVE,10017,NA,03/17/1923,NA,NEW JERSEY,domestic,40.7519846,-73.9697795
WALTHER MANUFACTURING CO.,ACTIVE,10016,NA,03/19/1923,NA,PENNSYLVANIA,domestic,40.74646,-73.984274
RADIO CONSTRUCTION COMPANY INC.,ACTIVE,10036,NA,03/19/1923,NA,DELAWARE,domestic,40.755327,-73.98072499999999
NEW ENGLAND FISH COMPANY,ACTIVE,10017,NA,03/21/1923,NA,MAINE,domestic,40.755556,-73.974722
HOME LIGHTING EQUIPMENT CORPORATION,ACTIVE,10036,NA,03/22/1923,NA,DELAWARE,domestic,40.755864,-73.985624
OLD COLONY PETROLEUM CORP.,ACTIVE,10036,NA,03/22/1923,NA,DELAWARE,domestic,40.7548704,-73.9862095
SUPERIOR NOVELTY MANUFACTURING COMPANY,ACTIVE,10001,NA,03/23/1923,NA,NEW JERSEY,domestic,40.74525490000001,-73.9901591
GRINDLE FUEL EQUIPMENT COMPANY,ACTIVE,10006,NA,03/14/1923,NA,ILLINOIS,domestic,40.7131603,-74.01336529999999
JUVENILE NOVELTY INC.,ACTIVE,10003,NA,03/28/1923,NA,NEW JERSEY,domestic,40.7340112,-73.9916569
THE LOUBRIEL CORPORATION,ACTIVE,10038,NA,04/02/1923,NA,DELAWARE,domestic,40.7085398,-74.00099159999999
